"annmarka"	"innan"
"annmörkum"	"innan"
"áhrifa?"	"innan"
"áhrifaleysi"	"innan"
"framfæri"	"innan"
"framgang[is]"	"innan"
"gangi"	"innan"
"gildi"	"innan"
"hátt"	"innan"
"heild"	"innan"
"hendi"	"innan"
"hluta?"	"innan"
"hlutfall"	"innan"
"hlutar"	"innan"
"hlutföll(in|um)?"	"innan"
"hluti(nn|r)?"	"innan"
"hlutnum"	"innan"
"hlutu[mr]"	"innan"
"hlutverki?"	"innan"
"hætti"	"innan"
"hættu"	"innan"
"höndum"	"innan"
"lífi"	"innan"
"ljós"	"innan"
"markmið(in|um)?"	"innan"
"máli(ð|nu?)?"	"innan"
"meðalt[aö]l(s|ið)?"	"innan"
"mun(ur|urinn)?"	"innan"
"mæli"	"innan"
"rúms"	"innan"
"rætur"	"innan"
"sess"	"innan"
"sérstöðu"	"innan"
"stað(ar?)?"	"innan"
"sveimi"	"innan"
"valda"	"innan"
"þáttu[mr]"	"innan"
"þættir?"	"innan"
"meginreglan"	"innan"
"innan"	"þátta"
"innan"	"vébanda"
"innan"	"veggja"
"innan"	"tímaramma(ns)?"
"innan"	"tímamarka(nna)?"
"innan"	"\S*frests?"
"innan"	"tímabils(ins)?"
"innan"	"tíðar"
"innan"	"tíma "
"innan"	"sviga"
"innan"	"\S*ramma"
"innan"	"raða"
"innan"	"\S*marka"
"innan"	"handar"
"innan"	"gæsalappa"
"innan"	"dyra"
"innan"	"áætlunar"
